Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),ML
2023.03.09,09:29:39.57,38.1793,38.6718,4.2,3.1
2023.03.09,09:29:10.31,38.0037,36.3952,18.0,2.0
2023.03.09,09:25:23.14,37.992,38.0307,2.0,2.6
2023.03.09,09:21:43.34,37.9353,37.422,5.4,1.9
2023.03.09,09:21:25.81,38.8347,37.4153,4.4,1.5
2023.03.09,09:17:12.90,36.4025,36.2568,7.8,1.5
2023.03.09,09:16:16.99,37.8655,36.3838,1.4,1.4
2023.03.09,09:14:40.13,37.9297,36.3083,19.1,1.2
2023.03.09,09:12:55.91,38.052,37.624,4.7,1.9
2023.03.09,09:07:30.80,37.9782,36.6417,21.7,1.4
2023.03.09,08:58:19.25,36.8607,35.688,5.0,1.1
2023.03.09,08:58:02.57,40.9428,31.3795,22.1,1.5
2023.03.09,08:52:10.22,37.9048,36.6703,4.6,1.8
2023.03.09,08:51:20.25,37.1263,28.5158,14.1,1.4
2023.03.09,08:43:28.65,37.8883,36.4062,27.2,1.8
2023.03.09,08:42:02.44,38.0735,36.6063,26.1,1.8
2023.03.09,08:41:51.11,36.124,35.9263,20.3,2.2
2023.03.09,08:37:02.62,37.9723,36.2617,20.1,1.7
2023.03.09,08:34:14.96,38.5575,39.4345,13.3,2.1
2023.03.09,08:30:37.48,37.9877,36.152,11.3,1.6
2023.03.09,08:28:55.81,38.161,36.6087,5.0,2.2
2023.03.09,08:25:52.63,38.1737,37.8618,5.0,1.7
2023.03.09,08:21:18.96,36.0627,36.1433,5.0,1.9
2023.03.09,08:20:06.32,36.6077,36.434,11.6,2.8
2023.03.09,08:17:23.83,38.0752,37.863,6.0,3.0
2023.03.09,08:10:33.56,38.6608,39.6345,7.6,1.5
2023.03.09,08:06:16.83,36.2017,36.2615,8.0,2.3
2023.03.09,08:01:57.14,37.9728,36.357,7.1,1.9
2023.03.09,07:53:38.48,38.1907,38.183,4.8,1.6
2023.03.09,07:50:40.94,37.9335,38.2312,1.6,3.1
2023.03.09,07:49:16.37,37.9105,36.7045,10.8,2.0
2023.03.09,07:47:37.63,38.1107,37.4683,5.0,3.1
2023.03.09,07:41:40.45,38.0835,36.6945,5.4,1.4
2023.03.09,07:40:21.81,38.2228,38.1187,11.0,2.0
2023.03.09,07:35:28.30,37.8763,36.3188,6.7,1.9
2023.03.09,07:34:06.78,36.3528,36.1743,10.8,2.2
2023.03.09,07:29:25.35,38.7602,36.579,25.4,1.3
2023.03.09,07:27:31.01,37.8608,36.3233,12.3,2.0
2023.03.09,07:24:29.18,37.9687,38.5825,5.0,2.1
2023.03.09,07:22:16.92,37.9465,36.333,3.8,2.2
2023.03.09,07:14:42.41,37.4888,37.1983,11.6,1.9
2023.03.09,07:12:53.38,36.1428,35.905,8.0,2.7
2023.03.09,07:11:19.84,37.1743,36.7695,5.0,1.6
2023.03.09,07:08:57.36,36.185,28.0357,5.6,3.3
2023.03.09,07:02:22.08,38.0135,36.4548,5.3,1.5
2023.03.09,07:01:04.06,38.4512,31.8147,17.3,1.5
2023.03.09,06:58:57.01,38.3313,37.1928,4.6,1.5
2023.03.09,06:56:26.80,37.9508,37.5115,19.8,1.8
2023.03.09,06:54:41.70,38.151,37.866,5.0,3.0
2023.03.09,06:49:20.37,37.7397,36.535,5.4,2.4
2023.03.09,06:46:39.71,37.8927,36.3015,7.5,1.8
2023.03.09,06:46:01.02,38.2965,38.1773,7.5,1.8
2023.03.09,06:39:59.05,38.6062,35.3663,15.9,1.6
2023.03.09,06:39:01.73,38.0702,36.6727,9.1,1.1
2023.03.09,06:31:10.74,38.0412,36.5282,4.9,3.3
2023.03.09,06:28:47.07,38.1343,38.417,6.4,2.3
2023.03.09,06:23:03.55,36.4175,36.0475,21.0,1.7
2023.03.09,06:18:03.17,38.175,37.9057,5.6,2.8
2023.03.09,06:14:25.50,37.9602,36.377,5.0,2.0
2023.03.09,06:12:43.79,38.14,36.6032,14.3,1.2
2023.03.09,06:07:46.81,38.111,37.8075,5.9,2.0
2023.03.09,06:05:51.89,38.9362,26.258,9.1,2.7
2023.03.09,06:05:44.73,38.2232,38.4978,13.3,1.7
2023.03.09,06:04:44.27,38.1518,36.5888,5.2,1.8
2023.03.09,05:58:51.95,37.4255,36.9863,5.0,1.5
2023.03.09,05:54:02.64,37.4952,37.1223,7.4,2.0
2023.03.09,05:48:58.53,36.6797,36.4042,12.1,1.9
2023.03.09,05:48:02.48,38.7015,39.4908,26.7,2.0
2023.03.09,05:47:59.55,37.4535,37.139,5.2,1.7
2023.03.09,05:43:35.34,37.9895,37.9942,4.2,2.2
2023.03.09,05:36:57.75,38.164,38.0993,7.3,2.6
2023.03.09,05:36:03.58,37.8958,36.3368,25.9,2.3
2023.03.09,05:31:06.70,37.2428,36.9512,5.0,1.9
2023.03.09,05:28:53.57,40.5212,28.2342,11.7,4.2
2023.03.09,05:20:29.43,37.7945,37.3553,15.2,1.7
2023.03.09,05:16:12.39,38.0272,37.626,5.0,1.8
2023.03.09,05:10:25.05,38.4735,39.4383,4.1,1.8
2023.03.09,05:06:05.39,38.082,38.4173,5.0,2.9
2023.03.09,05:02:05.67,36.195,36.4065,15.9,1.9
2023.03.09,04:49:25.95,37.3208,37.7618,21.8,1.7
2023.03.09,04:47:07.34,37.0227,36.8833,4.2,2.5
2023.03.09,04:43:13.20,36.0312,36.0575,4.1,2.3
2023.03.09,04:42:17.24,38.2057,36.8122,12.6,1.9
2023.03.09,04:40:13.65,37.8478,36.606,4.0,1.8
2023.03.09,04:34:30.55,38.321,37.2685,8.0,1.5
2023.03.09,04:27:18.12,38.2145,38.5373,8.0,1.8
2023.03.09,04:24:04.15,38.072,37.7502,12.9,1.7
2023.03.09,04:20:53.59,40.6742,30.4313,15.4,1.3
2023.03.09,04:19:42.00,38.0482,36.4085,5.0,2.7
2023.03.09,04:18:23.29,38.1403,36.7207,5.4,1.9
2023.03.09,04:17:48.01,38.0627,36.6352,7.8,1.9
2023.03.09,04:13:43.52,38.086,37.219,1.8,1.9
2023.03.09,04:10:24.79,37.9492,37.6892,7.7,1.4
2023.03.09,03:58:22.83,38.1382,37.0612,5.0,3.5
2023.03.09,03:52:06.21,38.1267,36.5175,5.0,2.0
2023.03.09,03:42:42.98,38.3225,37.4193,8.9,1.5
2023.03.09,03:42:09.92,37.8092,35.56,16.4,1.3
2023.03.09,03:38:37.79,36.6575,36.3938,9.3,1.8
2023.03.09,03:35:14.13,37.8022,35.5547,13.4,1.4
2023.03.09,03:33:15.93,38.1777,38.7362,5.4,1.4
2023.03.09,03:13:22.87,37.362,35.2838,3.2,2.1
2023.03.09,03:13:22.11,37.235,37.0457,5.4,1.8
2023.03.09,03:12:16.02,37.9718,37.9763,4.9,1.5
2023.03.09,03:11:42.51,38.096,38.4322,7.6,1.9
2023.03.09,03:09:56.89,38.0312,36.7618,7.3,1.2
2023.03.09,03:05:19.11,37.1745,36.6578,7.4,1.4
2023.03.09,03:03:53.31,37.8425,36.3007,8.0,2.1
2023.03.09,03:02:24.34,37.2588,35.7918,28.7,1.5
2023.03.09,03:01:13.00,38.0032,36.6297,7.7,1.1
2023.03.09,03:00:02.19,38.1743,37.8597,14.5,1.6
2023.03.09,02:55:59.23,38.0155,37.5167,4.7,2.0
2023.03.09,02:52:06.53,38.7685,35.255,7.4,1.7
2023.03.09,02:50:12.35,37.9288,37.5402,4.3,1.6
2023.03.09,02:42:53.28,38.3673,37.5042,5.4,1.2
2023.03.09,02:41:14.33,38.0182,37.672,9.1,1.6
2023.03.09,02:40:54.76,36.1153,28.9648,10.8,1.8
2023.03.09,02:33:56.40,38.2212,38.035,5.7,2.1
2023.03.09,02:32:32.87,38.4262,37.7593,5.5,2.0
2023.03.09,02:28:30.80,37.1997,36.9522,5.0,1.9
2023.03.09,02:26:12.21,37.8742,36.6745,6.0,2.2
2023.03.09,02:21:07.85,36.8045,36.5537,6.2,2.9
2023.03.09,02:13:51.45,38.5425,39.4923,5.0,3.2
2023.03.09,02:09:20.71,37.9517,37.9675,6.7,1.3
2023.03.09,02:06:01.19,38.7193,35.3328,3.1,1.7
2023.03.09,02:03:21.51,37.5407,37.2898,6.9,1.8
2023.03.09,01:59:45.23,38.349,38.329,3.8,2.1
2023.03.09,01:57:45.12,36.5915,36.4812,10.1,1.8
2023.03.09,01:43:23.23,38.2162,38.55,5.0,3.1
2023.03.09,01:39:23.59,38.8142,33.584,3.4,2.0
2023.03.09,01:35:03.48,38.2227,38.6447,19.4,1.4
2023.03.09,01:31:04.93,37.2983,36.9973,5.3,1.6
2023.03.09,01:29:30.80,37.879,36.2843,5.3,1.7
2023.03.09,01:20:07.77,38.5702,40.4075,8.3,3.1
2023.03.09,01:17:38.38,38.0952,37.279,6.1,2.0
2023.03.09,01:12:24.85,38.4675,37.575,7.2,1.0
2023.03.09,01:01:49.65,37.2928,37.093,5.0,2.1
2023.03.09,01:00:09.74,38.114,36.722,5.5,1.9
2023.03.09,00:57:28.79,36.758,36.1027,7.3,2.2
2023.03.09,00:53:13.92,38.1752,38.5503,5.0,2.5
2023.03.09,00:50:44.43,38.3048,37.7667,5.0,1.5
2023.03.09,00:50:25.57,38.0725,36.544,4.0,1.5
2023.03.09,00:45:31.03,38.7685,26.612,8.5,2.0
2023.03.09,00:45:03.67,37.9917,36.4365,22.0,1.4
2023.03.09,00:39:30.59,37.8525,36.3033,1.9,2.0
2023.03.09,00:35:21.62,38.2392,37.8133,5.0,1.9
2023.03.09,00:21:09.35,37.8893,36.5225,19.0,1.9
2023.03.09,00:20:32.07,38.0117,37.4513,2.2,2.4
2023.03.09,00:17:23.91,38.1082,37.7672,5.4,1.5
2023.03.09,00:16:53.58,38.1772,38.0563,5.6,1.9
2023.03.09,00:13:34.64,38.0178,37.5627,8.8,2.0
2023.03.09,00:09:57.30,37.675,35.4243,5.0,2.4
2023.03.09,00:08:28.49,38.4268,37.5913,8.0,2.3
2023.03.09,00:07:00.34,36.1975,35.9913,10.3,1.9
2023.03.09,00:01:17.95,36.0225,36.047,4.3,2.9
2023.03.08,23:58:15.41,38.115,37.3803,17.9,1.9
2023.03.08,23:54:47.82,38.1007,38.2922,2.5,1.7
2023.03.08,23:53:14.80,38.5527,39.646,11.6,1.2
2023.03.08,23:49:53.00,36.5367,36.5452,18.4,1.6
2023.03.08,23:49:23.34,36.3485,35.9777,20.4,1.8
2023.03.08,23:45:47.89,37.9305,36.3257,12.8,1.6
2023.03.08,23:23:21.71,35.9702,35.8488,1.7,2.0
2023.03.08,23:21:15.84,38.4188,37.5067,9.7,1.3
2023.03.08,23:18:57.74,38.3955,37.4715,4.6,2.0
2023.03.08,23:17:59.68,38.128,38.1913,6.6,2.0
2023.03.08,23:16:21.40,38.4795,37.5598,4.2,1.8
2023.03.08,23:11:09.82,38.308,38.5073,4.6,2.5
2023.03.08,23:09:59.18,38.0822,38.3953,6.6,2.2
2023.03.08,23:05:29.76,38.0268,37.6613,8.9,1.8
2023.03.08,23:05:11.07,38.1712,36.7507,17.1,1.6
2023.03.08,22:59:08.47,38.0232,37.6077,4.1,2.2
2023.03.08,22:45:22.26,38.135,36.6268,5.0,1.7
2023.03.08,22:36:33.07,38.7275,39.6828,10.2,1.3
2023.03.08,22:35:13.37,38.1958,37.9283,10.1,1.6
2023.03.08,22:31:59.91,37.8382,36.5838,3.3,1.5
2023.03.08,22:30:16.97,38.6652,39.6455,11.2,1.4
2023.03.08,22:29:43.26,38.4628,37.5593,1.2,1.7
2023.03.08,22:27:44.65,38.6437,39.5885,7.1,2.5
2023.03.08,22:27:06.00,38.1038,36.5718,5.2,2.6
2023.03.08,22:20:25.63,36.3207,36.2748,2.5,2.5
2023.03.08,22:15:22.62,38.104,38.644,5.2,2.1
2023.03.08,22:15:14.33,36.2732,36.0785,5.0,2.0
2023.03.08,22:12:16.82,38.596,39.6937,5.9,2.1
2023.03.08,22:11:03.77,36.0257,36.0488,8.9,2.6
2023.03.08,22:05:50.75,38.1417,38.0018,26.7,1.3
2023.03.08,22:01:31.92,36.0578,36.093,6.7,2.5
2023.03.08,22:00:40.56,36.011,36.1155,11.9,2.7
2023.03.08,21:58:52.95,38.1087,38.6173,4.4,1.8
2023.03.08,21:53:48.27,36.2637,28.8598,26.3,1.6
2023.03.08,21:49:58.30,38.3768,37.5135,5.6,1.4
2023.03.08,21:49:22.31,39.418,26.1513,8.8,1.7
2023.03.08,21:48:59.94,38.0795,38.2387,5.0,1.5
2023.03.08,21:44:03.89,37.3157,37.0963,5.8,3.8
2023.03.08,21:40:16.17,38.0943,38.4312,5.4,2.4
2023.03.08,21:37:09.88,37.2163,36.7557,9.0,2.9
2023.03.08,21:18:59.42,38.2747,38.2307,6.0,2.2
2023.03.08,21:16:48.31,38.0417,37.4723,5.0,1.1
2023.03.08,21:13:29.07,36.1987,36.3603,23.6,1.6
2023.03.08,21:06:12.99,40.7628,31.4773,26.4,1.8
2023.03.08,21:05:11.29,38.0705,36.601,5.0,2.1
2023.03.08,21:03:35.60,37.5755,38.905,11.4,2.2
2023.03.08,21:02:49.32,38.0932,37.4223,8.3,1.8
2023.03.08,21:00:30.61,36.6817,30.8123,54.7,2.2
2023.03.08,20:58:49.93,36.3677,35.9225,8.7,1.6
2023.03.08,20:53:12.81,36.854,27.9585,15.5,1.5
2023.03.08,20:42:17.52,37.3067,37.1407,3.3,1.7
2023.03.08,20:37:41.39,38.4298,37.4937,5.0,2.4
2023.03.08,20:32:07.92,38.4273,37.5182,2.8,2.6
2023.03.08,20:31:06.37,38.2968,37.5587,7.4,1.9
2023.03.08,20:24:26.10,38.2565,38.1192,5.0,2.5
2023.03.08,20:23:31.60,38.0148,38.2295,4.8,2.4
2023.03.08,20:20:00.53,38.3007,38.2527,5.7,1.8
2023.03.08,20:16:08.05,37.6267,36.5703,16.8,1.5
2023.03.08,20:13:06.02,37.7857,36.6163,4.0,1.9
2023.03.08,20:04:04.95,37.3318,37.2753,20.2,1.4
2023.03.08,19:56:59.12,37.4547,37.2057,4.6,1.8
2023.03.08,19:53:19.52,38.1307,38.383,5.0,2.6
2023.03.08,19:52:32.22,38.7315,35.3363,2.5,2.5
2023.03.08,19:47:59.27,37.9775,36.2237,25.6,1.4
2023.03.08,19:44:01.53,38.1273,38.3645,2.3,1.8
2023.03.08,19:40:04.44,38.3272,37.3,6.9,1.8
2023.03.08,19:33:51.07,37.7453,36.5887,6.1,2.5
2023.03.08,19:29:30.46,37.4255,36.957,5.0,1.3
2023.03.08,19:23:24.53,36.2013,35.9123,3.5,1.7
2023.03.08,19:21:38.93,38.2465,37.113,5.0,1.6
2023.03.08,19:20:32.43,36.1967,35.9482,10.7,2.1
2023.03.08,19:18:57.65,37.7197,37.7873,16.4,1.6
2023.03.08,19:16:59.99,35.9753,36.0552,13.3,1.5
2023.03.08,19:16:43.00,38.4852,37.5567,1.4,1.7
2023.03.08,19:13:29.62,37.3318,37.1055,6.2,2.6
2023.03.08,19:10:10.25,37.9823,34.0433,1.4,1.6
2023.03.08,19:07:26.29,37.4035,37.018,10.6,1.1
2023.03.08,19:06:52.32,36.1943,35.8148,11.4,1.2
2023.03.08,19:03:55.56,37.8362,37.8345,12.2,2.2
2023.03.08,18:58:01.17,37.2878,35.4167,5.0,2.2
2023.03.08,18:49:30.85,38.1392,38.564,5.0,1.7
2023.03.08,18:48:05.27,38.1285,36.556,5.8,1.5
2023.03.08,18:45:37.40,36.9715,36.6553,19.5,1.1
2023.03.08,18:39:07.79,35.6872,35.2512,5.0,1.4
2023.03.08,18:34:03.09,37.125,36.5872,4.8,2.1
2023.03.08,18:25:15.46,38.9432,26.4382,7.7,1.8
2023.03.08,18:24:44.99,38.2145,38.0883,3.5,1.9
2023.03.08,18:22:35.11,38.129,38.6075,3.6,1.7
2023.03.08,18:20:46.29,37.4298,37.079,5.4,1.0
2023.03.08,18:10:31.79,37.5585,35.665,7.4,1.3
2023.03.08,18:05:06.68,36.8932,36.5347,1.6,2.7
2023.03.08,17:55:24.46,37.9398,36.2092,9.0,1.3
2023.03.08,17:50:34.63,37.4225,37.1033,4.0,2.1
2023.03.08,17:50:22.66,37.482,37.1037,5.4,2.1
2023.03.08,17:46:35.48,37.3717,37.1065,14.7,1.4
2023.03.08,17:41:06.09,38.157,38.5253,4.4,1.6
2023.03.08,17:38:10.18,37.833,36.6288,2.0,2.4
2023.03.08,17:27:03.08,38.1428,38.5208,5.4,1.9
2023.03.08,17:22:53.93,37.8837,36.6048,6.0,1.5
2023.03.08,17:20:57.79,35.9845,36.0118,6.4,1.7
2023.03.08,17:18:12.64,36.6915,36.1962,7.1,1.3
2023.03.08,17:15:15.28,37.9433,36.51,5.4,1.6
2023.03.08,17:13:44.67,37.4637,37.0407,6.2,1.5
2023.03.08,16:55:43.20,38.4755,37.0495,5.0,2.3
2023.03.08,16:54:06.26,38.258,37.2457,6.7,1.7
2023.03.08,16:51:48.82,38.109,37.2712,12.6,1.5
2023.03.08,16:50:39.38,38.22,37.6975,4.8,1.5
2023.03.08,16:46:06.05,38.227,37.3493,5.0,2.3
2023.03.08,16:43:09.33,37.8707,36.7215,5.0,1.9
2023.03.08,16:40:35.72,38.0222,37.2555,2.5,1.6
2023.03.08,16:39:10.29,38.4997,37.0422,5.0,2.1
2023.03.08,16:36:44.77,37.4187,37.0575,4.7,1.2
2023.03.08,16:34:36.39,37.9845,36.3798,5.4,2.7
2023.03.08,16:34:07.05,39.1512,40.177,8.1,2.5
2023.03.08,16:31:43.35,38.833,37.3418,5.0,2.0
2023.03.08,16:10:52.38,38.1472,37.8505,7.8,2.4
2023.03.08,15:57:52.22,38.0678,38.3247,16.7,1.6
2023.03.08,15:55:53.18,38.0487,37.7078,4.8,2.0
2023.03.08,15:45:12.61,40.7918,42.482,12.7,1.9
2023.03.08,15:37:43.32,38.0947,36.5837,12.2,1.6
2023.03.08,15:33:54.80,38.6733,35.3052,5.4,2.2
2023.03.08,15:26:09.69,38.0977,36.8117,13.7,1.8
2023.03.08,15:25:12.48,38.1767,36.8028,16.8,1.6
2023.03.08,15:24:17.31,38.217,38.0862,5.0,1.4
2023.03.08,15:23:44.16,40.7942,31.5397,4.2,1.1
2023.03.08,15:20:15.30,38.3035,37.2303,5.0,1.4
2023.03.08,15:16:26.98,38.0833,36.618,5.0,1.7
2023.03.08,15:15:44.76,37.417,37.1725,7.5,2.0
2023.03.08,15:04:41.39,38.1103,36.5845,8.5,1.9
2023.03.08,15:01:24.84,40.3022,30.777,16.9,2.0
2023.03.08,14:55:52.81,39.2737,29.1438,13.2,1.2
2023.03.08,14:51:59.78,37.8698,36.6352,5.0,3.7
2023.03.08,14:49:04.03,37.5378,35.3345,17.6,1.9
2023.03.08,14:47:28.06,38.1473,36.6355,5.0,2.1
2023.03.08,14:45:36.37,36.0208,36.0412,2.3,3.1
2023.03.08,14:43:55.41,36.1342,28.4442,58.5,2.5
2023.03.08,14:32:45.83,38.055,37.032,8.5,1.7
2023.03.08,14:27:05.19,37.8528,36.5765,8.0,2.2
2023.03.08,14:23:10.92,37.9858,36.452,5.3,2.1
2023.03.08,14:21:10.33,37.8702,36.655,5.4,1.8
2023.03.08,14:16:01.39,36.4243,36.0405,10.6,2.1
2023.03.08,14:13:19.98,38.0962,38.3422,4.5,1.5
2023.03.08,14:05:33.14,38.068,36.7768,6.2,1.5
2023.03.08,13:55:44.14,37.691,36.5185,5.0,2.2
2023.03.08,13:54:56.61,38.2842,38.17,5.0,1.7
2023.03.08,13:46:59.03,36.1408,36.1352,6.0,3.3
2023.03.08,13:46:57.92,38.4555,38.3813,20.5,2.5
2023.03.08,13:35:31.78,38.031,36.6575,5.7,2.3
2023.03.08,13:27:30.37,40.637,30.4295,0.0,1.6
2023.03.08,13:24:36.34,38.128,38.5197,5.0,2.3
2023.03.08,13:20:24.07,37.8852,36.6295,2.7,2.5
2023.03.08,13:17:09.75,38.1875,37.1648,10.1,2.6
2023.03.08,13:15:57.87,38.0435,37.5547,12.7,1.9
2023.03.08,13:14:52.20,41.3053,44.1248,5.0,2.3
2023.03.08,13:14:13.72,38.0658,37.3228,7.8,2.2
2023.03.08,13:12:48.12,39.4837,31.538,0.0,1.5
2023.03.08,13:11:36.86,37.8653,36.5235,16.8,1.7
2023.03.08,13:00:22.15,38.3463,39.0657,5.5,1.8
2023.03.08,12:59:29.64,38.7132,37.415,3.1,1.5
2023.03.08,12:58:50.08,36.633,36.3895,15.0,1.9
2023.03.08,12:58:43.37,37.9198,27.1002,9.3,1.8
2023.03.08,12:49:44.85,37.8775,37.6152,11.7,1.7
2023.03.08,12:41:20.60,38.0892,36.434,5.0,1.6
2023.03.08,12:38:03.78,38.1485,38.4123,3.0,1.8
2023.03.08,12:36:52.83,38.029,36.4253,4.4,1.9
2023.03.08,12:32:56.15,39.3782,26.2363,12.9,2.7
2023.03.08,12:28:29.25,37.9298,36.2767,6.5,2.2
2023.03.08,12:23:40.64,37.8462,36.1942,3.8,1.7
2023.03.08,12:16:39.93,37.4593,37.1015,5.0,1.9
2023.03.08,12:14:58.37,37.3965,35.6873,9.9,2.0
2023.03.08,12:11:18.11,38.3187,39.078,9.2,2.0
2023.03.08,12:07:08.25,38.272,36.8787,8.0,1.4
2023.03.08,12:01:53.20,36.1357,36.096,9.2,2.5
2023.03.08,11:59:50.48,37.4148,36.9673,13.4,2.7
2023.03.08,11:56:22.64,37.3472,37.8013,10.5,2.2
2023.03.08,11:52:29.38,37.5563,35.3452,5.0,1.9
2023.03.08,11:50:49.60,37.4545,37.159,5.9,1.9
2023.03.08,11:50:00.51,40.7757,31.8092,5.7,2.0
2023.03.08,11:38:33.30,40.2895,37.3343,1.4,1.7
2023.03.08,11:34:26.11,38.8575,40.0692,12.7,2.1
2023.03.08,11:32:17.95,38.2982,38.2713,27.3,1.5
2023.03.08,11:28:34.14,38.2387,38.1368,5.2,2.1
2023.03.08,11:20:05.41,35.8845,35.6078,9.6,2.8
2023.03.08,11:16:20.24,36.011,36.2027,3.9,2.1
2023.03.08,11:06:28.65,38.0832,36.6357,7.6,2.3
2023.03.08,11:04:32.60,37.842,36.066,5.5,1.9
2023.03.08,11:02:37.22,37.9882,36.604,1.1,2.6
2023.03.08,10:56:26.63,38.3873,26.0392,13.3,2.4
2023.03.08,10:53:33.98,37.9018,36.451,12.1,1.7
2023.03.08,10:52:04.51,37.9498,36.7693,5.9,1.1
2023.03.08,10:46:48.01,37.921,36.118,3.7,2.4
2023.03.08,10:44:45.16,37.9408,36.404,14.2,1.4
2023.03.08,10:36:23.92,38.1062,36.6428,5.3,2.0
2023.03.08,10:32:20.13,38.0435,36.4628,13.9,1.6
2023.03.08,10:23:12.18,37.393,36.9013,14.5,1.4
2023.03.08,10:20:18.83,37.9668,36.79,7.8,1.9
2023.03.08,10:17:08.04,37.2382,35.8173,20.6,1.7
2023.03.08,10:13:16.20,38.1765,38.5452,3.7,1.8
2023.03.08,10:08:16.20,37.8472,36.3205,6.4,2.1
2023.03.08,09:51:50.14,39.0443,36.6505,19.5,1.6
2023.03.08,09:45:46.12,37.9062,36.2765,9.6,1.9
2023.03.08,09:33:29.06,37.3347,37.101,4.4,2.5
2023.03.08,09:30:19.65,37.899,36.33,5.7,3.6
2023.03.08,09:26:27.70,37.884,36.6548,4.4,3.6
2023.03.08,09:23:58.50,37.9763,36.365,9.7,1.7
2023.03.08,09:18:05.09,38.012,36.4135,25.6,2.0
2023.03.08,09:15:25.93,38.3688,37.8622,5.8,1.8
2023.03.08,09:10:06.19,40.0472,38.6442,2.7,2.6
2023.03.08,09:07:28.04,38.0757,36.5697,5.0,2.7
2023.03.08,09:05:28.88,38.2513,37.3432,7.7,2.0
2023.03.08,09:02:23.68,38.1783,38.5442,5.0,3.1
2023.03.08,08:53:48.97,39.1082,27.5595,5.0,1.6
2023.03.08,08:49:35.80,38.054,37.4563,8.0,1.6
2023.03.08,08:45:40.48,38.1315,37.1842,5.3,1.9
2023.03.08,08:44:31.50,36.1053,36.1255,5.6,1.7
2023.03.08,08:41:53.55,36.2177,36.0333,13.5,3.1
2023.03.08,08:33:17.84,36.3145,36.3047,4.7,2.4
2023.03.08,08:29:50.73,38.6022,39.5907,14.0,2.7
2023.03.08,08:28:53.85,37.3612,36.8895,1.9,1.1
2023.03.08,08:24:30.13,37.4645,37.1172,1.1,1.7
2023.03.08,08:20:04.37,38.0545,36.52,11.5,1.5
2023.03.08,08:14:44.14,37.8817,36.3185,5.0,2.1
2023.03.08,08:13:01.06,36.1323,36.3867,5.0,2.1
2023.03.08,08:09:50.74,38.3002,37.2868,5.3,1.9
2023.03.08,08:03:35.06,38.1725,38.6215,5.0,2.0
2023.03.08,07:54:43.74,35.994,36.5103,10.6,1.9
2023.03.08,07:53:52.77,37.4037,37.1077,9.9,1.1
2023.03.08,07:47:09.13,38.0178,37.6718,14.4,1.4
2023.03.08,07:45:23.55,38.3863,37.1825,9.1,1.7
2023.03.08,07:43:10.12,37.8938,36.2473,11.5,2.0
2023.03.08,07:41:56.04,37.824,36.572,5.0,2.1
2023.03.08,07:41:51.52,36.1345,36.307,16.9,1.8
2023.03.08,07:37:19.62,36.7097,36.0483,5.0,1.6
2023.03.08,07:37:18.94,38.1015,38.2263,8.6,1.8
2023.03.08,07:34:08.99,37.8258,36.3332,15.1,1.6
2023.03.08,07:32:06.99,38.6737,35.2975,3.2,2.9
2023.03.08,07:28:56.63,37.88,38.429,5.0,2.9
2023.03.08,07:26:09.21,38.165,36.9728,27.0,2.1
2023.03.08,07:23:54.74,38.1822,36.7098,5.2,1.5
2023.03.08,07:21:59.85,37.9863,36.709,11.8,1.6
2023.03.08,07:19:10.02,38.3025,37.8483,10.1,2.6
2023.03.08,07:14:01.10,37.8963,36.2413,4.8,2.5
2023.03.08,07:11:38.57,38.063,36.5482,5.0,1.4
2023.03.08,07:08:47.76,38.7877,37.4275,5.0,1.8
2023.03.08,07:05:34.76,37.5275,36.4655,8.4,2.1
2023.03.08,07:05:33.28,36.931,35.9925,12.6,1.7
2023.03.08,07:01:06.98,38.1287,36.3592,1.1,1.3
2023.03.08,07:00:04.55,38.0747,37.7425,3.9,1.6
2023.03.08,06:55:47.50,38.118,36.5677,7.0,1.8
2023.03.08,06:54:32.25,38.1168,38.3318,7.9,2.0
2023.03.08,06:52:58.51,38.0698,36.5187,5.0,3.3
2023.03.08,06:45:54.10,38.15,37.8813,5.0,2.0
2023.03.08,06:36:32.90,36.1165,36.2953,6.2,2.5
2023.03.08,06:34:27.41,38.105,37.0428,6.0,2.5
2023.03.08,06:31:23.73,38.143,37.7935,5.0,2.1
2023.03.08,06:17:29.33,37.8993,36.2837,15.1,1.6
2023.03.08,06:12:38.41,37.9202,36.2602,5.0,2.8
2023.03.08,06:07:16.35,38.1127,37.7498,3.6,1.6
2023.03.08,06:05:01.71,38.2272,37.114,5.0,2.5
2023.03.08,06:02:47.70,37.8747,36.5783,5.0,2.2
2023.03.08,06:00:12.81,37.8345,35.0997,7.6,1.9
2023.03.08,05:53:39.79,38.1895,38.0737,5.0,2.0
2023.03.08,05:47:28.26,36.8738,36.6042,11.7,1.8
2023.03.08,05:43:50.08,37.3365,37.0685,5.0,1.7
2023.03.08,05:40:57.47,38.6273,40.4817,6.3,2.7
2023.03.08,05:38:03.90,37.0168,35.3403,2.1,2.5
2023.03.08,05:34:51.83,38.3215,38.1873,5.0,2.7
2023.03.08,05:27:34.68,36.8388,36.3243,6.0,1.9
2023.03.08,05:25:44.20,38.1523,37.7235,8.0,1.8
2023.03.08,05:03:27.99,38.0615,38.4723,5.9,2.2
2023.03.08,05:02:36.23,40.8043,27.7623,19.8,1.7
2023.03.08,05:00:53.14,40.3695,34.7087,3.4,2.0
2023.03.08,04:48:15.81,38.7505,30.3913,9.7,1.5
